t,x,y,theta
1527990622.88998911,-85.6906124016,81.9561631786,-1.30565731743
1527990622.222211390,-85.6518011802,81.8287342363,-1.30256991927
1527990622.355486565,-85.6084435196,81.7040919509,-1.29084626454
1527990622.488882732,-85.5666847242,81.5769734162,-1.28509210502
1527990622.622453323,-85.5258134921,81.4515869182,-1.28218467326
1527990622.755875575,-85.4830594229,81.3221767977,-1.27411347329
1527990622.889493348,-85.4365714303,81.1826028605,-1.27404431549
1527990623.22426491,-85.3875929119,81.0352949845,-1.26999819189
1527990623.155610082,-85.3409476146,80.8826622814,-1.26913977253
1527990623.288864248,-85.2917866974,80.7355412384,-1.27207996647
1527990623.422309924,-85.2489505479,80.5933684657,-1.26899243428
1527990623.555587615,-85.2038447633,80.4592575408,-1.26307777783
1527990623.689421184,-85.1624739038,80.3306321153,-1.25646069471
1527990623.822333366,-85.1199981658,80.2124375807,-1.24690966926
1527990623.956800014,-85.0801212451,80.0940779366,-1.24423998569
1527990624.88930486,-85.0407947423,79.9879413322,-1.23750563301
1527990624.223016761,-85.0063787625,79.8876482705,-1.22973270608
1527990624.356353146,-84.9696703786,79.7935038612,-1.22722053913
1527990624.555658265,-84.9241815021,79.6656022991,-1.23341113181
1527990624.755535956,-84.8795543353,79.5489387729,-1.22985206419
1527990624.955811144,-84.84285937,79.4461356642,-1.2354696887
1527990625.222436490,-84.8003147838,79.3331150936,-1.24128401701
1527990625.555707480,-84.7621105633,79.2252297711,-1.24086963402
1527990626.22338129,-84.7257885568,79.128427691,-1.24227762667
1527990628.89331524,-84.7168330544,79.100936002,-1.35063771364
1527990628.289043334,-84.7176421782,79.1018583085,-1.47231500997
1527990628.489313864,-84.7179197393,79.1052318842,-1.60358440159
1527990628.755541176,-84.7188827568,79.1064047227,-1.71369049267
1527990629.555432254,-84.7352345921,79.0068391266,-1.75200131129
1527990629.889666137,-84.7491936247,78.9000602076,-1.73180665442
1527990632.689507016,-84.7582790487,78.8153149776,-1.62865445073
1527990632.888794471,-84.7576383061,78.8168134906,-1.51221739107
1527990633.89025073,-84.7564962061,78.8175634752,-1.37855846683
1527990633.222149629,-84.755395656,78.8170314121,-1.27216223586
1527990633.355518622,-84.754140206,78.8142808169,-1.15304243936
1527990633.488790693,-84.7543299386,78.8140000336,-1.02042697248
1527990633.622140552,-84.7548052797,78.8144852067,-0.873896266686
1527990633.755753224,-84.754477228,78.8147331695,-0.714984603646
1527990633.888947102,-84.7573477561,78.812545203,-0.540624820001
1527990634.22865738,-84.7564685792,78.8156615388,-0.357128148763
1527990634.156333717,-84.7588667617,78.8163916774,-0.158008104068
1527990634.222378589,-84.7597904532,78.8167466941,-0.0562468844585
1527990634.289980496,-84.7661231555,78.8156211522,0.0460847871048
1527990634.422418588,-84.7644717161,78.8176722277,0.245699808514
1527990634.489148660,-84.7705443313,78.8173295809,0.347077190541
1527990634.555935622,-84.7696915353,78.8201727643,0.448857872641
1527990634.689697784,-84.776832218,78.8212000498,0.633942794661
1527990634.822590013,-84.7765777397,78.8239458754,0.800417294471
1527990634.955798731,-84.7806223398,78.8252474251,0.957189702175
1527990635.89248226,-84.7828547285,78.8244833049,1.09537897698
1527990635.222577482,-84.7853482608,78.8280094509,1.22136398563
1527990635.355888883,-84.7867348372,78.8282475121,1.33444585182
1527990635.556416063,-84.7906760184,78.8308193291,1.47499733397
1527990635.756072215,-84.7922377065,78.8313462594,1.58511480436
1527990636.89435469,-84.7970289837,78.8339701996,1.69149953953
1527990636.756197614,-84.8147432732,78.9354233975,1.70612436639
1527990637.22734340,-84.8351248883,79.038980331,1.72502002444
1527990637.289226189,-84.8602542011,79.1685639816,1.74148496843
1527990637.489465157,-84.8852343172,79.277744953,1.75827776689
1527990637.689678011,-84.9150101144,79.4072200997,1.78107402031
1527990637.889182554,-84.952609448,79.5562235071,1.80348327083
1527990638.22492808,-84.9822031254,79.6643402403,1.81811056229
1527990638.155808053,-85.0155149283,79.782312541,1.83192954649
1527990638.289778905,-85.0534704956,79.9077790574,1.84764886535
1527990638.422587296,-85.095616298,80.0426137674,1.8589578013
1527990638.555808006,-85.1407702899,80.1820122964,1.87317166052
1527990638.689788641,-85.1906145388,80.3321809385,1.88429218728
1527990638.824112928,-85.2462265471,80.490200374,1.89174840103
1527990638.956149920,-85.2979959511,80.6470075672,1.89952356926
1527990639.89341924,-85.3526469073,80.7962512513,1.90337817696
1527990639.222952751,-85.4011129166,80.9406388423,1.90329956951
1527990639.355944797,-85.4541187954,81.0836951886,1.90322998819
1527990639.489265452,-85.4998725186,81.2229728839,1.89881058371
1527990639.623109554,-85.5493476841,81.3582496746,1.90130288897
1527990639.756505588,-85.5933789751,81.4886262027,1.89615519821
1527990639.889249805,-85.639153174,81.614015642,1.89584533262
1527990640.22404539,-85.6826063678,81.7371751646,1.89813313508
1527990640.155640336,-85.7265610085,81.8545186581,1.8944106745
1527990640.289016546,-85.7694738886,81.9701200644,1.89388370061
1527990640.422399667,-85.8143735472,82.0887647074,1.89779215097
1527990640.555563828,-85.8565401673,82.2030935212,1.89690465626
1527990640.689684475,-85.9001741279,82.3165318358,1.89986551725
1527990640.822411549,-85.9378261614,82.4147627779,1.90522436234
1527990641.22854349,-85.9824998206,82.5320187697,1.90435559835
1527990641.222256900,-86.0272634144,82.6525060374,1.89767578782
1527990641.422287128,-86.0708133389,82.7720897959,1.89951050504
1527990641.622128861,-86.1079399948,82.8773948427,1.8910895853
1527990641.888694189,-86.1536027543,83.0013573662,1.8895540152
1527990642.88686741,-86.1844942814,83.0930282792,1.88934765132
1527990642.355335463,-86.2238963426,83.2042870459,1.88594549122
1527990642.555909334,-86.25668669,83.2996846993,1.88456368662
1527990642.821741440,-86.2998561016,83.4254447585,1.88254159757
1527990643.21905003,-86.3342448948,83.5294455895,1.87680296542
1527990643.288329131,-86.3767868732,83.6540758463,1.87341354451
1527990643.488256392,-86.4088974704,83.7466653028,1.87631048444
1527990643.688845545,-86.4404830999,83.8414323178,1.87616295872
1527990643.955511788,-86.4847959837,83.969802349,1.86993470623
1527990644.154869864,-86.5185714406,84.0705676567,1.87328927395
1527990644.354961710,-86.5630860455,84.1952457759,1.88149385182
1527990644.554856112,-86.6119253832,84.3319772182,1.89348114515
1527990644.688724942,-86.65098619,84.4277555931,1.90902692419
1527990644.821545269,-86.6884683582,84.5226165179,1.93190848926
1527990645.21749472,-86.7461518147,84.6561187954,1.96713255961
1527990645.222246632,-86.8003997116,84.7727536978,1.98905261386
1527990645.421773660,-86.8520948177,84.8752395347,2.02834078465
1527990645.621935141,-86.9169780556,84.9907485674,2.07306047391
1527990645.822101424,-86.9928403996,85.1126157326,2.10801967454
1527990646.21682959,-87.0609858755,85.2210719766,2.1518783111
1527990646.221750782,-87.130224651,85.3192253832,2.1984965386
1527990646.421548017,-87.1988898404,85.4054896676,2.26842722241
1527990646.622025392,-87.2648726406,85.4815201915,2.36062518142
1527990646.888295798,-87.3698623258,85.5660918719,2.49224167015
1527990647.88440063,-87.4518646456,85.6250125563,2.60144420942
1527990647.355348003,-87.5710630361,85.6841209992,2.72009453019
1527990647.621667581,-87.6946923161,85.733861326,2.84955504296
1527990647.888307682,-87.8237115705,85.7625335042,2.95995127054
1527990648.88804557,-87.9188195503,85.7813231029,3.05099503801
1527990648.354885442,-88.0534714363,85.7865074798,-3.14114280353
1527990648.554741034,-88.1621648291,85.7901590663,-3.05573408055
1527990648.755051666,-88.2853563529,85.770999879,-2.9650927732
1527990648.954715369,-88.4195070711,85.7451299065,-2.87273450702
1527990649.155207374,-88.5494749283,85.7012399494,-2.79881810486
1527990649.354527154,-88.6907130674,85.6466426145,-2.71975804012
1527990649.488470651,-88.7873114287,85.5968683539,-2.64927239687
1527990649.621559654,-88.8809507265,85.5444549747,-2.59408661602
1527990649.755012166,-88.9676788227,85.4858332641,-2.5409420858
1527990649.888218408,-89.0588381658,85.4166965279,-2.49039805627
1527990650.21890069,-89.1510993224,85.3381389044,-2.44664680521
1527990650.154974174,-89.2478400462,85.2484462969,-2.41147059772
1527990650.288297955,-89.34560556,85.1535550219,-2.37632115535
1527990650.421856725,-89.4479855518,85.0476271678,-2.34734758603
1527990650.555125955,-89.5431450553,84.9439163131,-2.3329238932
1527990650.688940026,-89.6352837234,84.8410808415,-2.32552878871
1527990650.822425391,-89.7205624786,84.7451727179,-2.32090599868
1527990650.955813094,-89.804029727,84.6483683038,-2.32836676757
1527990651.88545256,-89.8834849179,84.5619380097,-2.3363735862
1527990651.221992861,-89.9598836665,84.475266912,-2.33676984909
1527990651.355320142,-90.0309068176,84.3978092325,-2.3430364985
1527990651.488769773,-90.1042496182,84.321624696,-2.3498788163
1527990651.689087496,-90.2013496954,84.2190404082,-2.35260219608
1527990651.888714012,-90.2908962876,84.1227870383,-2.35676468839
1527990652.88849189,-90.3729756741,84.0371999069,-2.35646245658
1527990652.289544877,-90.4444320075,83.9611067383,-2.35775725469
1527990652.555681426,-90.5165566769,83.8856030243,-2.35905742215
1527990653.89030359,-90.5908797871,83.8101703731,-2.36205328476
1527990655.889297357,-90.668365434,83.728144641,-2.35749876758
1527990674.889296281,-90.7109580695,83.6791252683,-2.22961209497
1527990675.89268817,-90.7101134073,83.6795324903,-2.11349249624
1527990675.289309266,-90.7088960123,83.6780429384,-1.97491042121
1527990675.422654119,-90.7066597017,83.678457009,-1.86401533837
1527990675.556051384,-90.7054910714,83.6762566731,-1.7429076557
1527990675.689647605,-90.7053366191,83.6742716078,-1.60397837088
1527990675.822355197,-90.7021416664,83.6740631119,-1.45388926115
1527990675.955715202,-90.7007124216,83.6727521215,-1.28956084916
1527990676.89613537,-90.7010718978,83.669677122,-1.11058046352
1527990676.222075575,-90.6966704311,83.6723900232,-0.921838398463
1527990676.288716285,-90.6961941149,83.6700457027,-0.82125969673
1527990676.355142396,-90.6933619749,83.6714362524,-0.719580430671
1527990676.421946068,-90.690451563,83.6712698557,-0.618442853046
1527990676.488714134,-90.6922202437,83.6690951811,-0.518204057023
1527990676.622154324,-90.6869385389,83.6713506388,-0.329032073339
1527990676.755526403,-90.6865472542,83.6715532457,-0.156728278167
1527990676.888805150,-90.6849398671,83.6695728312,0.0011927342715
1527990677.22322841,-90.6830873129,83.6715632284,0.14543256774
1527990677.155385743,-90.6812896809,83.6717628425,0.274839191627
1527990677.288757288,-90.681852105,83.6716849898,0.38825590988
1527990677.422701236,-90.6823556461,83.6727137522,0.495429454681
1527990677.622071069,-90.6830460734,83.6736167915,0.624298645342
1527990677.888711295,-90.6828787142,83.6748360538,0.741087823951
1527990678.822199952,-90.5993701501,83.7641345183,0.799414489206
1527990679.88464770,-90.5222012813,83.8474105881,0.818179057597
1527990679.288627820,-90.4498598389,83.9271022883,0.822832543455
1527990679.488628200,-90.3635129948,84.0224209924,0.828331462442
1527990679.689105995,-90.266386244,84.1333026532,0.83561184811
1527990679.821843940,-90.1909931212,84.2136335654,0.835595863235
1527990679.955290728,-90.1136718057,84.3030082609,0.83496578016
1527990680.88387627,-90.0272280533,84.3985134297,0.836006695032
1527990680.222475507,-89.9442604867,84.4935297822,0.846336109555
1527990680.355848268,-89.8624605591,84.5826880386,0.84913389492
1527990680.488583720,-89.7834224004,84.6801997925,0.853711990997
1527990680.621706518,-89.7020460612,84.776409462,0.85776576425
1527990680.755123365,-89.6290246589,84.8644902715,0.861153529019
1527990680.888590763,-89.5485690537,84.9555031085,0.849699671088
1527990681.21934127,-89.4761692749,85.041183338,0.834957792418
1527990681.155281342,-89.4055436127,85.1239490199,0.820138886996
1527990681.288619410,-89.3337215374,85.2027089885,0.802152010416
1527990681.488750170,-89.2285940043,85.3079426787,0.755299449588
1527990681.689758564,-89.1287224165,85.4033844813,0.687001782576
1527990681.888553309,-89.0287852482,85.4847295205,0.620612535341
1527990682.88664544,-88.9335006415,85.551666915,0.538809208063
1527990682.288537980,-88.8412492732,85.6084718591,0.448777306702
1527990682.488995060,-88.7521962413,85.6510894139,0.375324450974
1527990682.689237225,-88.6594962211,85.6925409852,0.293977380123
1527990682.955243304,-88.5378313905,85.7259204198,0.182633757457
1527990683.221858356,-88.4219691423,85.7509290546,0.0924343358579
1527990683.488784910,-88.3142884457,85.7616604228,0.0275521962299
1527990683.755642885,-88.2054367505,85.7722326931,-0.0439209675181
1527990683.955346488,-88.1009905832,85.7682418877,-0.0873177938186
1527990684.155776498,-87.9784365128,85.7631018088,-0.138504910258
1527990684.355634833,-87.8463014642,85.745982028,-0.185788523803
1527990684.556296345,-87.7243886474,85.7281978705,-0.235725493964
1527990684.755537143,-87.6149467372,85.703252194,-0.29275023528
1527990684.955710608,-87.5149624844,85.6787092593,-0.36893652591
1527990685.155518049,-87.4226003737,85.6424577386,-0.456696043183
1527990685.422308206,-87.3022969803,85.5830601823,-0.576810516774
1527990685.689417967,-87.1936495911,85.5081708932,-0.692713813641
1527990685.956401082,-87.0929879604,85.4248813538,-0.809315614351
1527990686.222186593,-87.0017940821,85.3293101326,-0.901383231308
1527990686.422376907,-86.9293853793,85.2482127052,-0.982934010344
1527990686.622194301,-86.8583077311,85.1394399668,-1.04579031531
1527990686.822588255,-86.7924553912,85.0401594882,-1.09809659976
1527990687.22396100,-86.7346102993,84.9311580035,-1.15100687329
1527990687.222935439,-86.6665562094,84.8025393398,-1.20045559301
1527990687.356218218,-86.6259405412,84.7045291666,-1.231664632
1527990687.489102125,-86.5782907052,84.5991022145,-1.26066452522
1527990687.622434167,-86.5358206602,84.481242399,-1.29218833016
1527990687.755599245,-86.4876077289,84.356933074,-1.30647088549
1527990687.889272969,-86.4425590194,84.2211432233,-1.32126786567
1527990688.22493193,-86.3951151958,84.0986285589,-1.326400156
1527990688.222658890,-86.3585330468,83.9704778728,-1.32771070447
1527990688.422811035,-86.3212843748,83.8735175503,-1.33537896362
1527990688.623169396,-86.2934992639,83.7781121278,-1.33517792902
1527990688.889579604,-86.2505496178,83.6573972555,-1.32836951127
1527990689.89611676,-86.2225622141,83.5624606791,-1.32662231811
1527990689.356187591,-86.1792009988,83.4420065005,-1.32218569702
1527990689.622871217,-86.1414923726,83.3147831518,-1.31699785555
1527990689.823310300,-86.1047625205,83.2233851699,-1.31243624869
1527990690.23709283,-86.0752545996,83.1275303033,-1.31197052215
1527990690.222917654,-86.0374402037,83.0290807692,-1.31144815409
1527990690.423131744,-85.9987528579,82.9039419126,-1.31072617036
1527990690.622968122,-85.9493751848,82.7616394731,-1.31661987213
1527990690.756401893,-85.9172607701,82.6555594392,-1.31856915948
1527990690.892105597,-85.8781162463,82.5389889689,-1.31435265729
1527990691.23237472,-85.8412663068,82.4172867729,-1.31666935577
1527990691.156356945,-85.7977967159,82.2889086506,-1.3163110488
1527990691.289789089,-85.7591832027,82.1616256306,-1.31216527721
1527990691.423785943,-85.7162213943,82.0340049101,-1.30765680359
1527990691.556948870,-85.6772236468,81.9064143938,-1.30611248529
1527990691.690096007,-85.6353850485,81.7801441802,-1.29717998054
1527990691.823347952,-85.5940324416,81.6525463623,-1.29019905234
1527990691.956429050,-85.5492972235,81.5252817619,-1.28289824381
1527990692.89811262,-85.50794554,81.3981796932,-1.27388472244
1527990692.223443052,-85.4630303535,81.2656282672,-1.27164878079
1527990692.356348534,-85.4152236505,81.1237534639,-1.27369627065
1527990692.489873169,-85.366315025,80.973863044,-1.27088147748
1527990692.623074454,-85.3166192496,80.8231188639,-1.2723017263
1527990692.756511609,-85.2724253035,80.6839243534,-1.26904312673
1527990692.890416689,-85.2256589768,80.5461488199,-1.26939583368
1527990693.23203560,-85.184224852,80.4130160833,-1.26780794477
1527990693.156500703,-85.1423338154,80.28972411,-1.25670371539
1527990693.289939462,-85.1015814309,80.1702060647,-1.25154680638
1527990693.423149150,-85.0613164271,80.058428158,-1.24386508585
1527990693.556450955,-85.0260269072,79.9538889102,-1.23668906125
1527990693.690541334,-84.9874965623,79.855465343,-1.23396161137
1527990693.889804845,-84.9370558531,79.719380465,-1.23351808313
1527990694.89927334,-84.8911327152,79.5973307538,-1.23014361057
1527990694.290548117,-84.8521636743,79.4879727852,-1.24061038138
1527990694.556397060,-84.8097476051,79.3753556788,-1.24563626084
1527990694.823195301,-84.7726580013,79.2709271451,-1.24373718555
1527990695.156502505,-84.7368591536,79.1758695301,-1.24603564645
1527990697.490015376,-84.7052532077,79.0898993765,-1.35448572182
1527990697.690375054,-84.70544826,79.0903905115,-1.47845826144
1527990697.889704067,-84.7052912229,79.0939849049,-1.58592544606
1527990698.556909393,-84.7084098487,79.0560377957,-1.68580013533
1527990699.90030172,-84.7140783097,78.9557607765,-1.67153014312
1527990701.689857932,-84.7146007155,78.9293077912,-1.56883402151
1527990701.889595826,-84.7131643595,78.9312865849,-1.45114123239
1527990702.89608876,-84.7122152564,78.9313009457,-1.31478064091
1527990702.222797902,-84.711093908,78.931888998,-1.20694593081
1527990702.356273250,-84.7103765262,78.9307385771,-1.08574009167
1527990702.489758025,-84.7114646297,78.9298286416,-0.952612469393
1527990702.623675898,-84.709739438,78.9313117627,-0.803885392002
1527990702.756959103,-84.7110224977,78.9299604854,-0.639604623421
1527990702.889695104,-84.7123002223,78.9288506476,-0.466317179831
1527990703.22973542,-84.713585352,78.9329186249,-0.275856634766
1527990703.156078243,-84.7139590222,78.9343362535,-0.0738617368456
1527990703.222957676,-84.7176971693,78.9353199265,0.0286218951832
1527990703.289777349,-84.7198488326,78.9323740504,0.129218548175
1527990703.423041851,-84.7242130819,78.9369116202,0.330517678414
1527990703.490118551,-84.7257563081,78.9344960053,0.432295932137
1527990703.556969589,-84.7309205402,78.937474251,0.533330122276
1527990703.690157246,-84.732571958,78.9334556456,0.722173753896
1527990703.823188568,-84.734893592,78.935578129,0.8926234589
1527990703.956379989,-84.7354729867,78.9356259796,1.05188480576
1527990704.90274931,-84.7418603952,78.9337899273,1.19715118715
1527990704.223116712,-84.7410091351,78.9351373949,1.32804226334
1527990704.356512628,-84.7438888543,78.9351572999,1.44410603918
1527990704.490108078,-84.7452171153,78.9341295898,1.54711092889
1527990704.690276770,-84.7468630132,78.9349826654,1.67495529557
1527990704.956908596,-84.7475228624,78.9344157138,1.79608418675
1527990705.889800212,-84.7875366004,79.0481811888,1.84681734569
1527990706.156393429,-84.8215211167,79.1546755902,1.85214420442
1527990706.356434219,-84.8543343802,79.2514227972,1.84838482879
1527990706.556630854,-84.8893342486,79.361669146,1.84342558071
1527990706.756394190,-84.9314375867,79.490020004,1.84717885203
1527990706.890221616,-84.962373269,79.5873171151,1.85279712649
1527990707.22999970,-84.9966253781,79.6902346149,1.85426540659
1527990707.156366937,-85.0329423675,79.8042995393,1.85290433293
1527990707.289508664,-85.0718217519,79.9269173944,1.8587274299
1527990707.423087755,-85.1144934358,80.0571779453,1.86514102664
1527990707.556246975,-85.1613744163,80.196112006,1.86845001123
1527990707.690199155,-85.2111212572,80.3438642441,1.87848892604
1527990707.823128503,-85.2648959165,80.4984093641,1.88261830555
1527990707.956459323,-85.3197282692,80.6543165313,1.88547135887
1527990708.89742519,-85.3695576987,80.8050258248,1.88706215446
1527990708.223516404,-85.4212544713,80.9523240087,1.88819907673
1527990708.356833678,-85.4663267116,81.0950694677,1.88787852936
1527990708.489754888,-85.515751828,81.2343674438,1.88811447943
1527990708.623096938,-85.5598698945,81.3691610664,1.88485496115
1527990708.756644837,-85.6067681105,81.499568286,1.89113551436
1527990708.889700786,-85.6494269748,81.6253787319,1.8863722332
1527990709.22889349,-85.6949670588,81.7514805111,1.8867420365
1527990709.156431706,-85.7361225827,81.8709339922,1.88838756019
1527990709.289485637,-85.776539867,81.9783204724,1.88685663529
1527990709.422899907,-85.8199361296,82.0885691885,1.89019586126
1527990709.555983506,-85.8581922468,82.1934219211,1.89617388873
1527990709.690487597,-85.8965066923,82.2875195417,1.89632367191
1527990709.889399485,-85.9413056224,82.4066312921,1.89583898782
1527990710.89292270,-85.9920382867,82.5341223452,1.89872558828
1527990710.222745736,-86.0261785212,82.6286750361,1.89335169754
1527990710.422733669,-86.0709949379,82.7567556563,1.89009092304
1527990710.622914465,-86.1142637738,82.8774923773,1.88729089179
1527990710.889384226,-86.1602513341,82.9989177681,1.88917281669
1527990711.89832002,-86.1936881753,83.0935163142,1.88253895299
1527990711.355809824,-86.2345833103,83.2129891343,1.88055737229
1527990711.622666566,-86.2714719681,83.3162302087,1.87695748304
1527990711.889532835,-86.3085055202,83.4287166153,1.87140702127
1527990712.155735284,-86.3460891321,83.5366794068,1.87304221897
1527990712.355920585,-86.3793842099,83.6340387651,1.87246881749
1527990712.622406057,-86.4218605683,83.7592491314,1.86133684651
1527990712.888913933,-86.4632714222,83.886475355,1.86018376218
1527990713.89151432,-86.4958639294,83.9813373718,1.86215002087
1527990713.288949405,-86.5317718658,84.0923536664,1.86041807922
1527990713.488710480,-86.5747414495,84.2210109814,1.86878317868
1527990713.689183289,-86.6258308086,84.3585595979,1.89482389766
1527990713.889529969,-86.6636898066,84.4562763499,1.92216908949
1527990714.89338166,-86.7014319959,84.5522476747,1.92919818109
1527990714.288822430,-86.7423916452,84.6476637567,1.95197357444
1527990714.488944765,-86.7951288329,84.7632042711,1.9891494916
1527990714.689523706,-86.8552213766,84.8819250405,2.02490047287
1527990714.888831742,-86.923294343,85.0068938993,2.07319752752
1527990715.89149900,-86.9976916108,85.1267270612,2.1280540561
1527990715.289563345,-87.0706911353,85.2342840849,2.15788184646
1527990715.488737128,-87.1430424148,85.3304687028,2.21143796814
1527990715.689347830,-87.2131288961,85.4165821791,2.28973234908
1527990715.955518881,-87.3084470281,85.5098388122,2.39498853937
1527990716.155277178,-87.3867203846,85.5728096407,2.5024559701
1527990716.355496637,-87.4711328657,85.6262904574,2.60376352021
1527990716.622627310,-87.5890812749,85.6852832191,2.72736279574
1527990716.888776972,-87.7136479072,85.7288967553,2.84697852854
1527990717.155419900,-87.8417661593,85.7616252575,2.96065275932
1527990717.421977955,-87.9732091485,85.7757153182,3.07179531191
1527990717.622064425,-88.0727338883,85.7865614253,-3.12983883523
1527990717.821972858,-88.1911727816,85.7784531945,-3.05776507063
1527990718.22325434,-88.326868895,85.7662868007,-2.96121752247
1527990718.222332444,-88.4625665545,85.7297221212,-2.84900551981
1527990718.355624022,-88.5629717751,85.7018366632,-2.81015948594
1527990718.488950688,-88.6582232045,85.6626562395,-2.75677622277
1527990718.622017365,-88.7580451972,85.6212685398,-2.71449992944
1527990718.755831909,-88.8612729567,85.5663102553,-2.65767424109
1527990718.888860267,-88.9709821797,85.50185505,-2.60175078304
1527990719.22289694,-89.0817470925,85.4270045783,-2.55027521782
1527990719.155534534,-89.1986578274,85.3404097244,-2.50382626568
1527990719.288951836,-89.3153813891,85.2445979176,-2.46287542733
1527990719.422760448,-89.4361517757,85.1422280175,-2.43120829098
1527990719.556149895,-89.5410394464,85.0438299207,-2.40217342744
1527990719.689547695,-89.6426884626,84.9429301188,-2.38444056232
1527990719.822386958,-89.7366755595,84.8460607726,-2.37659134438
1527990719.955818669,-89.8293382758,84.752417819,-2.37022052717
1527990720.89145310,-89.9150394596,84.6659205902,-2.36588858535
1527990720.222672966,-89.9966944932,84.58292139,-2.36850932136
1527990720.355722162,-90.0741471992,84.5041701646,-2.3655506222
1527990720.489534374,-90.1461407808,84.4280051021,-2.36239943841
1527990720.689896227,-90.2462134039,84.323891528,-2.36527789792
1527990720.890044618,-90.3356885413,84.2324418932,-2.36067900133
1527990721.89546152,-90.4176595641,84.1478020208,-2.35940133688
1527990721.356030070,-90.5020016254,84.0590564019,-2.35745073102
1527990723.690181974,-90.5584066623,83.9986578923,-2.22799779941
1527990723.889686806,-90.5586892417,83.9950292016,-2.10699335619
1527990724.89470028,-90.5574453851,83.9944894215,-1.96814711766
1527990724.222726022,-90.5552156392,83.9922924487,-1.85444965115
1527990724.356080810,-90.5530930264,83.9916202151,-1.7324775108
1527990724.489442355,-90.5522518293,83.9890550225,-1.59424089824
1527990724.622899223,-90.5507969801,83.9886770627,-1.44254590135
1527990724.755928763,-90.550614961,83.9884141028,-1.27483165456
1527990724.889465852,-90.5503156443,83.9856355832,-1.09641410947
1527990725.23011256,-90.5475054466,83.9867487256,-0.905521177908
1527990725.89641235,-90.5486903228,83.9847333295,-0.805902405748
1527990725.156285474,-90.5433369877,83.9861638289,-0.703425448307
1527990725.222221518,-90.5433641604,83.9858513915,-0.603879884389
1527990725.355853969,-90.539512456,83.9838714689,-0.410769975477
1527990725.489129370,-90.5406539207,83.9822796535,-0.231754529639
1527990725.622490003,-90.5359263863,83.9809169792,-0.0655281473782
1527990725.755496766,-90.5344257209,83.9811486457,0.0846894512633
1527990725.889136996,-90.5327829228,83.9797669862,0.221331850272
1527990726.22362294,-90.5308681892,83.9815803934,0.344299686076
1527990726.155694231,-90.5263374141,83.9817844227,0.452738417403
1527990726.355750978,-90.5271727419,83.9836730258,0.591516974173
1527990726.556210314,-90.5228440732,83.9844154114,0.694396293432
1527990727.222054295,-90.5076833715,83.9997768308,0.798393723188
1527990727.622019289,-90.4346127872,84.0781042797,0.800045357518
1527990727.889347091,-90.3571466255,84.1618528101,0.810097823504
1527990728.89064800,-90.2782485864,84.2445742071,0.809860329484
1527990728.288813287,-90.192628709,84.3393722992,0.807522931819
1527990728.488668347,-90.0888510522,84.4493855916,0.807573916601
1527990728.622166768,-90.0163817329,84.530707853,0.808837632318
1527990728.755743950,-89.9350111033,84.6189943978,0.800141598987
1527990728.888785659,-89.8530761301,84.7097228926,0.792836999131
1527990729.22115573,-89.7619944952,84.8056008702,0.787842976928
1527990729.155515808,-89.673675992,84.8979900165,0.779299247775
1527990729.289564874,-89.5886244157,84.9884362379,0.762648758192
1527990729.422060453,-89.5050557658,85.0709740758,0.744995619437
1527990729.555500774,-89.4220491412,85.1499341859,0.731999346951
1527990729.689247129,-89.3409831024,85.226098202,0.711481320834
1527990729.822170572,-89.2620667096,85.2977803894,0.687918226981
1527990730.22112320,-89.150198174,85.3932728169,0.65752611328
1527990730.222175910,-89.0388255641,85.4802964851,0.596487120267
1527990730.422046335,-88.9346595248,85.5512790409,0.533074354353
1527990730.622852062,-88.8356799144,85.6154155496,0.454577797929
1527990730.822115184,-88.7397229451,85.6609917893,0.3729470624
1527990731.88971022,-88.6159812725,85.7129929068,0.263059413811
1527990731.355618834,-88.5068633336,85.7411504507,0.170010244639
1527990731.622275985,-88.3869191137,85.7651766137,0.0630355156269
1527990731.889096285,-88.2667565072,85.7730416615,-0.021176591107
1527990732.156348932,-88.1529394393,85.776079376,-0.102765788498
1527990732.422515913,-88.0217293457,85.763050306,-0.161029750961
1527990732.622441956,-87.9024891983,85.751080274,-0.199222748029
1527990732.822558709,-87.7746736687,85.7280452783,-0.214255011353
1527990733.22995209,-87.6583937515,85.7090898487,-0.268343362748
1527990733.222861907,-87.5555111611,85.6798676899,-0.344053192842
1527990733.490239936,-87.4315427337,85.6372807948,-0.460787208284
1527990733.755994813,-87.3119215432,85.5742651789,-0.571155864249
1527990733.956187151,-87.2236768223,85.5235538181,-0.665020665182
1527990734.155799778,-87.1465110388,85.4592881018,-0.764257105129
1527990734.355926263,-87.0733348733,85.3901473248,-0.855067567538
1527990734.555788397,-87.0058857744,85.3139577591,-0.924633445773
1527990734.756065890,-86.9299705904,85.2225294301,-0.991064260608
1527990734.956611186,-86.8584565485,85.1139668541,-1.0581589276
1527990735.155970395,-86.7989391354,85.0210327932,-1.10087301927
1527990735.356095041,-86.7476521885,84.9254762946,-1.14297081158
1527990735.555997591,-86.6861686321,84.8132852179,-1.18575374476
1527990735.755986859,-86.6276388113,84.6787725389,-1.22819758773
1527990735.889568451,-86.5809259504,84.5784445516,-1.25139548549
1527990736.22893052,-86.5398850933,84.4678071164,-1.28047306956
1527990736.155948346,-86.4923995861,84.3470517317,-1.29546585895
1527990736.290026368,-86.4490176429,84.2178696831,-1.31189510622
