t,x,y,theta
1527990736.423266330,-86.3984550787,84.0805425038,-1.32341903048
1527990736.556374716,-86.3613945823,83.9532577503,-1.32910302949
1527990736.690251249,-86.3232505586,83.8590340222,-1.3197491079
1527990736.889973250,-86.294768958,83.7630192439,-1.32334796586
1527990737.89800909,-86.2588430893,83.6714990953,-1.31905785486
1527990737.356714404,-86.2215180764,83.5455106173,-1.31860681233
1527990737.556632724,-86.1864849997,83.4564835769,-1.31795191925
1527990737.757098863,-86.1575540723,83.3599985847,-1.3156864349
1527990738.23593756,-86.1114300899,83.2400404207,-1.30997027664
1527990738.223382638,-86.0818402693,83.1445487707,-1.30737071284
1527990738.423522766,-86.0440156445,83.0544941148,-1.30514424915
1527990738.623497948,-86.011142462,82.9504273795,-1.30509600557
1527990738.823572561,-85.9679455381,82.8335408441,-1.30500520223
1527990739.23882868,-85.9236296852,82.6941917097,-1.31199402346
1527990739.157316006,-85.8847976329,82.5920862845,-1.30950823147
1527990739.290009434,-85.8504171362,82.4801775172,-1.30923131267
1527990739.423346888,-85.807300249,82.3609367346,-1.30864617495
1527990739.556636090,-85.7681785956,82.2329293858,-1.31365078708
1527990739.690457307,-85.7230261784,82.1071662514,-1.30771028911
1527990739.823531517,-85.6839310224,81.9798832994,-1.30700908176
1527990739.956609943,-85.6404541007,81.853126932,-1.30489430633
1527990740.90230430,-85.6007859331,81.7256786322,-1.30136387025
1527990740.223317870,-85.5555774877,81.599471445,-1.2970289463
1527990740.356884095,-85.5154199148,81.4722182035,-1.29590603145
1527990740.490662375,-85.4714590518,81.3430580189,-1.2907025468
1527990740.623541087,-85.4272759313,81.2034945695,-1.29235437723
1527990740.756642808,-85.3807114949,81.0537629756,-1.29136004294
1527990740.890229568,-85.33109453,80.8968752672,-1.28533046334
1527990741.23368187,-85.2838441571,80.7364320976,-1.27958953516
1527990741.156799361,-85.2321243363,80.584028766,-1.26964377961
1527990741.290269933,-85.1836623412,80.4337953852,-1.26759270148
1527990741.423625455,-85.1346099585,80.2885027815,-1.26257568586
1527990741.556935497,-85.0872780589,80.1503300368,-1.26041242094
1527990741.690685663,-85.0395228012,80.0147642641,-1.26496191267
1527990741.824187054,-84.9951812983,79.8846517159,-1.26857625931
1527990741.957606003,-84.9513195329,79.7567042653,-1.28040104243
1527990742.90510741,-84.9108599924,79.6341209139,-1.30407285673
1527990742.223876308,-84.8760560685,79.514685257,-1.33262598635
1527990742.356954269,-84.8443978013,79.4001739136,-1.37162642215
1527990742.556865608,-84.8168000121,79.2643950836,-1.43212484035
1527990742.823671510,-84.7986203667,79.1486703294,-1.4811054292
1527990743.90004649,-84.787202102,79.0409061374,-1.517186059
1527990743.357359551,-84.7781173169,78.9361247426,-1.55510491501
1527990743.623268411,-84.7751426184,78.8334699527,-1.59329091759
1527990744.23455160,-84.7731816321,78.7319543469,-1.62946654386
1527990746.489886721,-84.7739964884,78.6979856909,-1.49963775871
1527990746.690268424,-84.7731947552,78.6976317659,-1.37707258545
1527990746.889910364,-84.7728884608,78.6976331639,-1.23479632331
1527990747.23181101,-84.7721760379,78.6961247251,-1.12051656569
1527990747.156565138,-84.7719320169,78.696697478,-0.995667163225
1527990747.289870104,-84.7724897464,78.6936315733,-0.856581695425
1527990747.423684947,-84.7725911552,78.6951633995,-0.705619718903
1527990747.557206894,-84.7754646392,78.696219884,-0.540379991095
1527990747.690398131,-84.7760172658,78.6937849826,-0.361758782319
1527990747.823192015,-84.7783093205,78.6958750632,-0.169400710001
1527990747.889931143,-84.7791841926,78.694080327,-0.0688559256516
1527990747.956840506,-84.7814557337,78.69648537,0.0322691129626
1527990748.23445498,-84.7822115626,78.6960049486,0.13355481813
1527990748.90234153,-84.7857201022,78.6929173451,0.2330422895
1527990748.156824359,-84.7858103421,78.6972924428,0.334047372999
1527990748.290132492,-84.7894750655,78.6948250009,0.530561815643
1527990748.427720091,-84.7886099398,78.696179403,0.71212290957
1527990748.556997976,-84.7920212159,78.6983483251,0.870800903152
1527990748.690977858,-84.7934886042,78.6973982169,1.02078072108
1527990748.824205795,-84.7978041556,78.6982192292,1.15613141915
1527990748.957791526,-84.7979206009,78.6992393888,1.27866605876
1527990749.90462521,-84.8013564941,78.6983959908,1.38552480672
1527990749.290486195,-84.8014670797,78.6984261313,1.51739209122
1527990749.490543499,-84.8037739759,78.6999371378,1.61928400687
1527990749.890534225,-84.8042840692,78.7001231677,1.7240162862
1527990750.556946714,-84.8280053395,78.8175273819,1.7152248298
1527990750.823438364,-84.8464642828,78.9202938454,1.71661524723
1527990751.90132097,-84.8729693583,79.0503730269,1.72303294837
1527990751.356909272,-84.8975565431,79.1789386226,1.73293061667
1527990751.556927018,-84.9187071501,79.277380016,1.73838225865
1527990751.757169790,-84.9439960597,79.3963888139,1.74950940905
1527990751.956751322,-84.9761368325,79.5317845069,1.77151159971
1527990752.90172547,-85.0007191227,79.6338550822,1.78554218826
1527990752.223664746,-85.0284855563,79.7468215542,1.79583906507
1527990752.356831223,-85.0598916402,79.8657031561,1.81136189801
1527990752.490225927,-85.0964976205,79.9940337221,1.83112855282
1527990752.623903674,-85.1368895054,80.1289446279,1.84543434609
1527990752.756949229,-85.1827912647,80.2714344232,1.85793391527
1527990752.890337691,-85.2320070848,80.421874414,1.87236294573
1527990753.24091394,-85.28495174,80.5788249171,1.8813491517
1527990753.157340951,-85.3393111028,80.732412458,1.89093232473
1527990753.290378484,-85.3877415077,80.8778848527,1.89545926104
1527990753.423551492,-85.4409904535,81.0226219817,1.89332005923
1527990753.556806129,-85.4870221723,81.1620200614,1.89268711399
1527990753.690591317,-85.5365493979,81.2989487395,1.89192407692
1527990753.823484589,-85.5810878522,81.4306174812,1.89052107248
1527990753.956912922,-85.6269034266,81.557695398,1.89150802792
1527990754.90845605,-85.6697573284,81.6828293147,1.88521351355
1527990754.223325737,-85.7152397349,81.8080503615,1.88769846446
1527990754.356777990,-85.7599420503,81.928378098,1.88872591456
1527990754.490411940,-85.8002733987,82.0400513393,1.88671689719
1527990754.623285099,-85.8403435203,82.1471867546,1.89197179598
1527990754.756604927,-85.8767488898,82.2433920551,1.89351735097
1527990754.956601807,-85.9310349051,82.3774663691,1.89419318701
1527990755.156444518,-85.9744737904,82.4965211904,1.89789883589
1527990755.356332215,-86.0178617099,82.6163283184,1.89390555608
1527990755.556536721,-86.0611511446,82.736597308,1.88888281303
1527990755.756267021,-86.1017653051,82.8567685989,1.88932059327
1527990755.956783646,-86.1441427118,82.973300388,1.88499625278
1527990756.156259290,-86.1811421789,83.0784180482,1.879151665
1527990756.356269856,-86.2197605103,83.1891597871,1.88178463574
1527990756.556675992,-86.2568068716,83.2950013534,1.88284658928
1527990756.756368582,-86.297083221,83.4110147552,1.87591268491
1527990756.956052579,-86.3305742986,83.5088266513,1.87335824563
1527990757.223306032,-86.3734378351,83.636288376,1.87317860664
1527990757.489844405,-86.4154433112,83.7625102823,1.86810048293
1527990757.689808599,-86.447542392,83.8583170255,1.86754623111
1527990757.955962714,-86.49280541,83.9844323631,1.87096687092
1527990758.155892543,-86.5308882328,84.1001364711,1.87178437756
1527990758.355751479,-86.5745846101,84.2333763545,1.87599010136
1527990758.555923603,-86.62609435,84.3714918894,1.89970305915
1527990758.756961277,-86.6726050179,84.4905479443,1.92698886618
1527990758.955981314,-86.7233293056,84.6135508759,1.95353108286
1527990759.156054865,-86.7744801179,84.7269869991,1.98570530059
1527990759.356368691,-86.8248273477,84.8288919487,2.01746435729
1527990759.555966595,-86.8834500472,84.9413697087,2.05757032178
1527990759.756261807,-86.9578709011,85.06433129,2.09971645833
1527990759.956123059,-87.0268325751,85.1804104705,2.14236918288
1527990760.156489445,-87.1004956968,85.281943641,2.18210601681
1527990760.355735075,-87.1690279469,85.3721829636,2.25439394882
1527990760.556038053,-87.2403576847,85.4501321451,2.33498325321
1527990760.822593324,-87.33578315,85.5417461081,2.4451481589
1527990761.22588085,-87.4174528855,85.6000529527,2.5501475839
1527990761.222913487,-87.5060688278,85.6502674118,2.65243226877
1527990761.423625965,-87.5964375975,85.6911075161,2.74572636448
1527990761.689810409,-87.7206533601,85.7347945603,2.86299867527
1527990761.956032244,-87.8513308147,85.761228652,2.97528647642
1527990762.222664201,-87.9824581882,85.777425063,3.08175721702
1527990762.422741555,-88.0848292602,85.7808443427,-3.13034639606
1527990762.622268218,-88.2035494349,85.7783041346,-3.04642350267
1527990762.822895801,-88.3378727416,85.7572761264,-2.94399598469
1527990762.956555645,-88.4395874754,85.7350695834,-2.87349162572
1527990763.89265176,-88.5436819481,85.7010355202,-2.80252583402
1527990763.222579431,-88.6524383359,85.6604545209,-2.75165671022
1527990763.355551184,-88.749534619,85.6158902439,-2.69538558966
1527990763.488960155,-88.8453355038,85.5651621157,-2.62320723224
1527990763.622601345,-88.9337381508,85.5063763412,-2.55340335067
1527990763.756364932,-89.0276813711,85.4409542997,-2.51510703388
1527990763.889691384,-89.1207484368,85.3665222077,-2.47400167342
1527990764.24133810,-89.2184101278,85.278754877,-2.42632229542
1527990764.156297797,-89.3160594609,85.1849398358,-2.3840651927
1527990764.290111459,-89.4183790937,85.0800427019,-2.35504545551
1527990764.422974918,-89.5199436912,84.9711953777,-2.33714664796
1527990764.556169907,-89.6211470573,84.8615776986,-2.32898765116
1527990764.689903631,-89.7136189874,84.757517836,-2.32657789719
1527990764.823010091,-89.8020092109,84.6570021776,-2.32443895135
1527990764.956241792,-89.8863022383,84.5629276394,-2.32810255894
1527990765.89611126,-89.9673917515,84.4711392472,-2.33767128829
1527990765.223396135,-90.0429861646,84.3882465649,-2.34614367935
1527990765.356392057,-90.1183661255,84.3077065954,-2.34939503698
1527990765.556529035,-90.217212114,84.2006954546,-2.36325204855
1527990765.757031877,-90.3086078551,84.1031734299,-2.36405663936
1527990765.956658178,-90.3894257229,84.0199047385,-2.36984267285
1527990766.156570010,-90.4609709726,83.9435518498,-2.38123400045
1527990766.489957605,-90.5387301624,83.8662118233,-2.38067639794
1527990768.690310829,-90.5778107555,83.8252905661,-2.25461165807
1527990768.892126754,-90.5778369494,83.8256161182,-2.13270600747
1527990769.90167665,-90.5785339977,83.8237253201,-1.99922651992
1527990769.223329919,-90.5784412942,83.8241084963,-1.88615185787
1527990769.356758376,-90.5769084478,83.8213488094,-1.76598586758
1527990769.493464947,-90.5765071798,83.8206813678,-1.62637599967
1527990769.623200685,-90.5742975191,83.8194159748,-1.47809100916
1527990769.756617483,-90.5726501047,83.819001249,-1.31786764936
1527990769.890397655,-90.5708051513,83.8160101589,-1.13936022353
1527990770.23060007,-90.5693613386,83.8159696344,-0.951996983455
1527990770.156116743,-90.5644037955,83.8188609863,-0.751656346685
1527990770.222709965,-90.5640459031,83.8206516245,-0.649361108303
1527990770.289746973,-90.5623719154,83.8171834546,-0.547942849094
1527990770.356772281,-90.5603043398,83.8194488786,-0.448199820314
1527990770.489754490,-90.5610996047,83.8157366422,-0.263305654893
1527990770.622952261,-90.5591303233,83.8174755818,-0.0975108642512
1527990770.756126165,-90.5556322848,83.8172883566,0.0579705721744
1527990770.889571612,-90.5571392585,83.8165647404,0.197400443245
1527990771.23116212,-90.5544247365,83.81801535,0.321484075479
1527990771.156195864,-90.5532819942,83.8178551225,0.434675790582
1527990771.356586257,-90.5490393739,83.8187704522,0.577859085263
1527990771.555987548,-90.547367187,83.819199669,0.689850374598
1527990771.892104467,-90.5439959997,83.82116993,0.797333778753
1527990772.556148181,-90.473120536,83.898663024,0.809312386056
1527990772.822990063,-90.3991662029,83.9777954828,0.826694700986
1527990773.22962195,-90.3328672568,84.0542693171,0.831314418732
1527990773.222788184,-90.2505050513,84.1456582851,0.834491446242
1527990773.422734060,-90.1592070202,84.2523044714,0.838560391516
1527990773.556132768,-90.0884044202,84.3318922291,0.844462824826
1527990773.689883059,-90.0147187988,84.4192876176,0.85073789158
1527990773.823388557,-89.9313514334,84.5137777843,0.849952878
1527990773.956209497,-89.849865759,84.614196215,0.85410414284
1527990774.90169186,-89.7601753115,84.7194208871,0.854653248003
1527990774.223105666,-89.6748330943,84.8216576279,0.855101005229
1527990774.356121836,-89.595863184,84.9178516981,0.849736578992
1527990774.489731441,-89.5177335516,85.0117646014,0.835321448741
1527990774.622769811,-89.4374565815,85.1016776809,0.811354029446
1527990774.756030105,-89.3618458013,85.186210358,0.787948305294
1527990774.889723671,-89.285379469,85.2658964826,0.756788740174
1527990775.22934831,-89.2083488151,85.3386377779,0.712792389014
1527990775.222983104,-89.0914848321,85.435373466,0.639802464826
1527990775.423356915,-88.9802101952,85.5171375028,0.556012027112
1527990775.622746173,-88.869350795,85.5855611086,0.473095705008
1527990775.823030284,-88.7645356493,85.6394417472,0.393401348781
1527990776.23004492,-88.6588430647,85.6869343438,0.302050443275
1527990776.222888604,-88.5495551047,85.7188526671,0.212914153853
1527990776.423219676,-88.4385771654,85.7486311681,0.134153387898
1527990776.690317947,-88.3220568701,85.7629364358,0.0439374021381
1527990776.956925413,-88.1984484476,85.7744893966,-0.0366518285183
1527990777.156344312,-88.0881246294,85.7714671663,-0.0890580527105
1527990777.356673394,-87.9529496428,85.7642526832,-0.167117538068
1527990777.556236048,-87.8158212464,85.742189206,-0.228251588782
1527990777.756750403,-87.6896422023,85.7210175574,-0.269120265368
1527990777.956711538,-87.5733719694,85.6888743802,-0.342770041718
1527990778.156865756,-87.4696887665,85.655163151,-0.418568863692
1527990778.357072160,-87.3778927233,85.6138786275,-0.497681174158
1527990778.623426456,-87.2600523657,85.547241166,-0.611975894866
1527990778.890157173,-87.1534507205,85.4691603905,-0.70718775311
1527990779.156843126,-87.0501924815,85.3804489264,-0.81650610603
1527990779.423417984,-86.9600017701,85.2823213546,-0.917180201729
1527990779.624114092,-86.8914756169,85.202994207,-0.9874850967
1527990779.823379136,-86.8234033028,85.1032167503,-1.05008785967
1527990780.23337416,-86.7618204244,85.0032339581,-1.11108490238
1527990780.223402808,-86.7004153039,84.8855288095,-1.16934451765
1527990780.356951878,-86.6525783487,84.7950332834,-1.20356424559
1527990780.490072736,-86.6112294113,84.6937615019,-1.24337259357
1527990780.623618691,-86.5638498608,84.5844762875,-1.27358016576
1527990780.756652111,-86.5225325671,84.4649915594,-1.30206778796
1527990780.890127361,-86.4731211605,84.3344441656,-1.31985891502
1527990781.23999278,-86.4311301986,84.1959003702,-1.33571665767
1527990781.157488603,-86.3829011792,84.0532695844,-1.33746305939
1527990781.290469184,-86.347568356,83.9281169566,-1.34145403795
1527990781.423895772,-86.3115575152,83.8277243554,-1.33200927608
1527990781.624104443,-86.2796427473,83.7215114168,-1.33055034595
1527990781.824413077,-86.2457583033,83.6291440039,-1.32745975641
1527990782.93908778,-86.2078428809,83.500854554,-1.32283023892
1527990782.357316320,-86.1633516795,83.3795126019,-1.31482926072
1527990782.558240417,-86.1344577793,83.2839958365,-1.31223694842
1527990782.824396570,-86.0899791656,83.1620092046,-1.30544797373
1527990783.90881709,-86.0489798157,83.0361532037,-1.30139935502
1527990783.357329003,-86.0022758479,82.9138156845,-1.30137326988
1527990783.560205773,-85.971784691,82.8161154137,-1.30377436001
1527990783.757662715,-85.9287255933,82.703873904,-1.30184701227
1527990783.957969062,-85.88741522,82.5698689515,-1.30688390337
1527990784.90749506,-85.8501543136,82.4705816024,-1.30757746159
1527990784.224407729,-85.8169476806,82.3626084141,-1.3052678624
1527990784.357432216,-85.7764041737,82.2475268902,-1.30283386232
1527990784.490992594,-85.7373712716,82.1207844037,-1.30881678358
1527990784.624195125,-85.6950004148,81.9939465901,-1.30580542423
1527990784.757409505,-85.6561044446,81.8673549417,-1.30252569727
1527990784.890910983,-85.6140216262,81.7388894554,-1.30146186179
1527990785.24297804,-85.5732740063,81.6100825513,-1.29530023599
1527990785.157548270,-85.5298504376,81.4850994783,-1.28756138687
1527990785.291679775,-85.4885232318,81.3534850753,-1.28337953809
1527990785.424847210,-85.4417101972,81.2147871631,-1.27718683633
1527990785.557361597,-85.3934210315,81.0685196978,-1.27607098212
1527990785.691205107,-85.3425767829,80.9129432539,-1.27442752261
1527990785.825160560,-85.2914189405,80.7539603674,-1.26882206006
1527990785.957452348,-85.2436447772,80.5998944179,-1.26690570965
1527990786.90861409,-85.1922095742,80.4507686121,-1.26277102685
1527990786.224251270,-85.1430677753,80.304454313,-1.25853046767
1527990786.357472360,-85.0931033003,80.1630880454,-1.25442637371
1527990786.490987100,-85.0492763441,80.0317400413,-1.25555509182
1527990786.624705691,-85.0054542891,79.9078065713,-1.26743026877
1527990786.758283160,-84.9655782407,79.7867869954,-1.28056481997
1527990786.890763906,-84.9266621215,79.6664137459,-1.2900133455
1527990787.24348481,-84.8936317745,79.5574839625,-1.3147081262
1527990787.157472251,-84.8661807291,79.4603384445,-1.34520070601
1527990787.357326385,-84.8339684126,79.3294899243,-1.39566695065
1527990787.623995185,-84.8119558433,79.2088695772,-1.44869631068
1527990787.890610633,-84.7960318448,79.1036882345,-1.4870953598
1527990788.157864639,-84.784899014,78.9965971935,-1.5204081146
1527990788.424458084,-84.7782924859,78.8798248835,-1.58461697971
1527990788.623863893,-84.7773687131,78.7793619386,-1.61776466402
1527990788.890604865,-84.7777689184,78.6468231296,-1.64294196713
1527990789.157247185,-84.7826170512,78.5227720084,-1.65468401647
1527990791.424286559,-84.7846888796,78.4279653951,-1.53381037857
1527990791.623840278,-84.7841414884,78.4277967708,-1.42156323983
1527990791.824060843,-84.784638185,78.4278834068,-1.29452581276
1527990791.957228779,-84.7837966655,78.4286829156,-1.19016205918
1527990792.90627481,-84.7838740242,78.4277711956,-1.07494505919
1527990792.224395079,-84.7839008132,78.4278111053,-0.943898301826
1527990792.357764799,-84.7850112928,78.4250354474,-0.802043948593
1527990792.490548609,-84.7855608026,78.4248523664,-0.647428854238
1527990792.624020834,-84.7876011562,78.4252541053,-0.47714715952
1527990792.757218077,-84.7878566733,78.4255074351,-0.299564728999
1527990792.890980144,-84.7905435078,78.4232463955,-0.137536199031
1527990793.24196890,-84.7916544022,78.4232545242,0.0055082941819
1527990793.157437652,-84.7940280088,78.4226737632,0.140104694893
1527990793.290812513,-84.7945389334,78.4211520031,0.255741149286
1527990793.424142466,-84.7981373386,78.4229861483,0.360278626247
1527990793.624879573,-84.7988424503,78.4227137552,0.491671615736
1527990793.891116401,-84.8046202569,78.4213649474,0.614837253883
1527990794.490427699,-84.7830746897,78.4407834226,0.733793969062
1527990794.757353355,-84.742170138,78.4886107251,0.867697530539
1527990794.957267762,-84.708832777,78.5393793171,1.01803907285
1527990795.91550074,-84.6915345618,78.5764257949,1.13217587181
1527990795.224191201,-84.6759584718,78.618556536,1.23673578196
1527990795.357565456,-84.6669808836,78.6649306027,1.34643028624
1527990795.490866934,-84.6601336331,78.7162070823,1.4545109818
1527990795.691847906,-84.6611994807,78.8106488857,1.56319879512
1527990795.890914242,-84.6658844964,78.9109149362,1.61503410015
1527990796.157563264,-84.6844993237,79.0428926447,1.69873351045
1527990796.424725288,-84.7103050685,79.173393611,1.76762503424
1527990796.625117859,-84.7374327778,79.2701089979,1.78527626083
1527990796.890676870,-84.770794281,79.3988020064,1.83231412197
1527990797.157636116,-84.8139682226,79.5255932486,1.8748269068
1527990797.357627290,-84.8486870113,79.6221528722,1.90640090944
1527990797.557980968,-84.8925896507,79.7392561607,1.93020410475
1527990797.757639039,-84.9478472766,79.8692559416,1.95507989799
1527990797.891581075,-84.9899657209,79.9675906201,1.9653250064
1527990798.25188496,-85.0361573853,80.0731370133,1.97070018888
1527990798.157695321,-85.0858690479,80.1856447102,1.96867385017
1527990798.291119359,-85.1399568738,80.3060929995,1.96728380741
1527990798.424288293,-85.1954938186,80.4347536061,1.96140281258
1527990798.557703348,-85.2559674447,80.5721358395,1.95083838682
1527990798.691325394,-85.3157368214,80.7187013849,1.9424978279
1527990798.824426690,-85.3759953718,80.8668032388,1.93052848872
1527990798.957603369,-85.4274108545,81.0114824136,1.91632394934
1527990799.90858538,-85.4807754492,81.150641293,1.90701712937
1527990799.224841588,-85.5301598461,81.2885349077,1.89723208349
1527990799.358011321,-85.5784751926,81.4213258152,1.89889036995
1527990799.491091499,-85.6251111611,81.5482782068,1.89451765531
1527990799.625190718,-85.6713916778,81.675163132,1.88767786848
1527990799.757493558,-85.7193486629,81.7996258922,1.89023624781
1527990799.890702270,-85.7649990287,81.9230559834,1.88586204027
1527990800.24261624,-85.8108103105,82.0416523248,1.88393505356
1527990800.157254378,-85.8494093394,82.1466013397,1.88785738486
1527990800.357271015,-85.9022009289,82.2811484297,1.88382511566
1527990800.557220301,-85.9489029347,82.4068926584,1.88718510698
1527990800.757957203,-85.994818458,82.5264253607,1.88905388348
1527990800.957359231,-86.0371019988,82.6458044733,1.88238847193
1527990801.157198461,-86.0814217601,82.7622648809,1.88497972972
1527990801.357262122,-86.1232110925,82.8787083542,1.88279448631
1527990801.557077502,-86.1655867769,82.9914122557,1.87645300968
1527990801.757014986,-86.2017751222,83.097837801,1.87337847894
1527990801.957343199,-86.2409354364,83.2077823403,1.87176927422
1527990802.157558963,-86.2777325445,83.3136606441,1.86665080542
1527990802.425515076,-86.3137774402,83.4178979917,1.86625065088
1527990802.623821892,-86.3462593791,83.5164073576,1.86495048129
1527990802.890337744,-86.3820254972,83.6186823724,1.86046287016
1527990803.156796460,-86.4221383667,83.7405127104,1.85375412436
1527990803.424122137,-86.463362734,83.8686785731,1.85202336317
1527990803.690847456,-86.5054231851,83.9949001327,1.85378472188
1527990803.890235286,-86.5417589361,84.1075474854,1.8544417075
1527990804.90067334,-86.5840542638,84.2363475682,1.86793844951
1527990804.223482672,-86.6199153684,84.3313638473,1.88131097257
1527990804.356678121,-86.6556271571,84.4269180013,1.89926245795
1527990804.556735041,-86.7081362175,84.5667886565,1.92866535358
1527990804.756825628,-86.7619992514,84.6896377782,1.96135944949
1527990804.957540631,-86.8187720294,84.8077479106,2.00641063936
1527990805.224163359,-86.8788586284,84.924155687,2.04300421337
1527990805.423729985,-86.9343213654,85.0179576129,2.0711887489
1527990805.623463023,-87.0010600071,85.1280646395,2.11749409825
1527990805.823579954,-87.0744366617,85.2374066623,2.1553868022
1527990806.23432811,-87.1437861874,85.3325287145,2.20847011994
1527990806.223973635,-87.2136856901,85.4183636346,2.28783543092
1527990806.423540431,-87.2855379648,85.4902285237,2.36946269873
1527990806.690441479,-87.3910913189,85.5734448272,2.5046469856
1527990806.890392130,-87.4749045434,85.6272583529,2.60675104867
1527990807.156792028,-87.5937528659,85.6870332971,2.72866247551
1527990807.356975565,-87.6891157958,85.72212864,2.81170102621
1527990807.556814242,-87.7855310931,85.751139903,2.89468221596
1527990807.757210714,-87.8926270265,85.7715167575,2.98005141607
1527990807.956644137,-87.9924635033,85.7865676524,3.05938969899
1527990808.156719101,-88.1009885915,85.7903988546,3.13183244561
1527990808.356845766,-88.2212414255,85.7880804249,-3.08889284227
1527990808.556725550,-88.3598641823,85.7732460501,-3.0196794162
1527990808.690492057,-88.4649756033,85.759181028,-2.974979449
1527990808.823946463,-88.5733141688,85.7364641861,-2.9301653533
1527990808.956795320,-88.6906533651,85.7074771207,-2.89576427406
1527990809.91125232,-88.8152341405,85.6700599633,-2.8560439406
1527990809.223470981,-88.9469072073,85.6258763795,-2.8194248007
1527990809.357014367,-89.0848210779,85.5722919644,-2.79492088599
1527990809.490123101,-89.2319738114,85.5143147732,-2.77701780438
1527990809.623414026,-89.3845784296,85.4493357989,-2.75877038883
1527990809.756836828,-89.5434741495,85.3786383949,-2.75474046326
1527990809.890158795,-89.6941514996,85.310238955,-2.75062123715
1527990810.23623179,-89.8432958327,85.2458094682,-2.76120145854
1527990810.156803254,-89.9856493051,85.1816469558,-2.76910516311
1527990810.290181370,-90.1281088284,85.1189307876,-2.77740261894
1527990810.424078891,-90.2639078924,85.0642675948,-2.79135362751
1527990810.557812038,-90.3994799555,85.0093694395,-2.79633715885
1527990810.691009297,-90.5268731482,84.956681249,-2.80844836499
1527990810.824174324,-90.6479866172,84.9072074622,-2.81851850254
1527990810.957280883,-90.7559232218,84.8647358762,-2.81881749335
1527990811.90635670,-90.8592148292,84.8279124135,-2.83541382692
1527990811.290590547,-90.9951067379,84.7831691655,-2.86162363539
1527990811.490448367,-91.1189088014,84.7414841429,-2.86221294614
1527990811.691001619,-91.2400917056,84.7007873006,-2.87018344814
1527990811.891113167,-91.3376835855,84.6682674719,-2.86776703469
1527990812.90518277,-91.444492006,84.6321473623,-2.85792790088
1527990812.357231380,-91.5640285443,84.5901954816,-2.83773109025
1527990812.623903783,-91.6769599921,84.5494733111,-2.80631448543
1527990812.957343431,-91.7917720216,84.5033693247,-2.7612500086
1527990813.557617668,-91.8913663855,84.4541373164,-2.70420024437
1527990815.890659856,-91.9369003485,84.4297833117,-2.5816683605
1527990816.91506902,-91.9367782694,84.4298093496,-2.46559160188
1527990816.290862311,-91.93743295,84.4289828491,-2.32557667658
1527990816.425178859,-91.9377938669,84.4305227478,-2.21625191724
1527990816.557604496,-91.9375598118,84.427263116,-2.0936254623
1527990816.691571657,-91.9369921258,84.4250020229,-1.9576918893
1527990816.824524224,-91.9348749603,84.4256447582,-1.80665146004
1527990816.957648444,-91.9335224399,84.4249440763,-1.64345341999
1527990817.90669172,-91.9330878477,84.4221072646,-1.46709446615
1527990817.223825405,-91.9317316449,84.4220334168,-1.2752551015
1527990817.290494697,-91.9299460709,84.4198430182,-1.17185583239
1527990817.357211065,-91.9283939726,84.4214748478,-1.06857776137
1527990817.424585995,-91.9250230655,84.4188960806,-0.965840062149
1527990817.558054736,-91.9246659323,84.4192631665,-0.775484293175
1527990817.691515805,-91.9228058041,84.4144325583,-0.601836835426
1527990817.824000677,-91.9222995657,84.4162740444,-0.441378987973
1527990817.957323790,-91.9215772685,84.4176939206,-0.295745211755
1527990818.90798817,-91.920465699,84.4167818129,-0.162961467607
1527990818.224085666,-91.9177284928,84.4188354602,-0.0431324908166
1527990818.357407692,-91.9168580836,84.4183940321,0.0609430306278
1527990818.557412131,-91.9151087321,84.4198323445,0.193761370747
1527990818.824193196,-91.9152768703,84.4194413292,0.315341893148
1527990819.823719206,-91.8025871071,84.4716137496,0.388090334398
1527990820.90436139,-91.7000472121,84.5171995722,0.389831637302
1527990820.290856682,-91.6049135526,84.5602709918,0.391945367079
1527990820.490247858,-91.5116752672,84.6021372685,0.394163749225
1527990820.690732302,-91.3965379194,84.6550677117,0.390694784237
1527990820.890371559,-91.2660909302,84.71341129,0.380008918942
1527990821.23465828,-91.1700427021,84.7587621934,0.385998470856
1527990821.156849742,-91.0650458417,84.8053305157,0.383407410146
1527990821.290300454,-90.9496068866,84.8556445152,0.371273896606
1527990821.423603829,-90.8269146689,84.9066473663,0.361339326095
1527990821.556871627,-90.6920766011,84.9607642552,0.36064257263
1527990821.691155768,-90.5516542539,85.018694574,0.352006525384
1527990821.823469965,-90.4056316581,85.0802484269,0.35093331993
1527990821.956888730,-90.2535863229,85.1408638748,0.353350961894
1527990822.90387674,-90.1023331012,85.2007789666,0.344566627911
1527990822.223477819,-89.9619470048,85.2591262756,0.340656864798
1527990822.356995440,-89.8302802226,85.3126275075,0.3365249531
1527990822.490207675,-89.7046911367,85.3617093959,0.335429435804
1527990822.623838361,-89.5855799057,85.4081847484,0.331359846778
1527990822.756914317,-89.4756944413,85.4499403929,0.313286018476
1527990822.890053919,-89.3678152766,85.4862232206,0.301377459107
1527990823.23775676,-89.2670076938,85.5230468079,0.298854637495
1527990823.157517356,-89.159065142,85.5608540457,0.283228095439
1527990823.290261377,-89.0615799111,85.592393918,0.26869317612
1527990823.490350657,-88.9450214866,85.6329156729,0.251190238732
1527990823.690829655,-88.8469394135,85.6611783255,0.225678165276
1527990823.890438180,-88.7496470859,85.6905793269,0.195126482777
1527990824.157080657,-88.6200032794,85.7193529085,0.158399979223
